handle,Sample month,First sample,GMV slab,Sample orders,M+0,M+1,M+2,M+3,M+4,M+5,M+6 and later,Spend M+0,Spend M+1,Spend M+2,Spend M+3,Spend M+4,Spend M+5,Spend M+6 and later,Sample cost M+0,Sample cost M+1,Sample cost M+2,Sample cost M+3,Sample cost M+4,Sample cost M+5,Sample cost M+6 and later,Total GMV,Total spend,Total sample cost,ROAS,Final ROAS
pirloagaancuta,2025-08,2025-08-01,£5K-£10K,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,22.0,0.0,0.0
r0isinr0,2025-08,2025-08-27,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
runawaylobster,2025-08,2025-08-19,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
sandrajordanreviews,2025-08,2025-08-19,£100-£200,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
teddythelhasa_poo,2025-08,2025-08-19,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
top_deals06,2025-08,2025-08-19,£200-£500,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
wadesramsey,2025-08,2025-08-19,£50-£100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
wagsdoesstuff,2025-08,2025-08-04,£100-£200,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
annsdailydeals,2025-09,2025-09-10,£10K-£25K,1,52115.0,50260.0,18862.0,16445.0,1546.0,2022.0,32005.0,23713.0,28131.0,12991.0,7968.0,456.0,203.0,23821.0,6.0,0.0,0.0,0.0,0.0,6.0,31.0,173255.0,97283.0,43.0,1.78,1.78
titoofinds,2025-09,2025-09-25,£500-£1K,1,6982.0,351.0,1502.0,0.0,336.0,558.0,1285.0,4051.0,14.0,1317.0,10.0,128.0,144.0,187.0,6.0,0.0,0.0,0.0,6.0,15.0,22.0,11014.0,5851.0,49.0,1.88,1.87
mummatrona,2025-09,2025-09-15,£1K-£5K,1,270.0,1387.0,4139.0,160.0,40.0,26.0,418.0,127.0,1005.0,4144.0,109.0,6.0,2.0,67.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,6440.0,5460.0,41.0,1.18,1.17
asi4ever,2025-09,2025-09-25,£25K-£50K,1,0.0,0.0,0.0,0.0,0.0,0.0,3480.0,0.0,0.0,0.0,0.0,0.0,0.0,3119.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,3480.0,3119.0,28.0,1.12,1.11
shopwithelisamaria,2025-09,2025-09-15,£1K-£5K,1,0.0,25.0,0.0,2439.0,0.0,0.0,407.0,0.0,0.0,0.0,178.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,28.0,2871.0,202.0,34.0,14.21,12.17
fatemajannat084,2025-09,2025-09-29,£10K-£25K,1,0.0,90.0,0.0,0.0,0.0,0.0,2624.0,0.0,61.0,0.0,0.0,0.0,0.0,1720.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,2714.0,1781.0,24.0,1.52,1.5
bloomingideas07,2025-09,2025-09-29,£1K-£5K,1,0.0,1762.0,0.0,0.0,0.0,26.0,0.0,0.0,1028.0,3.0,0.0,3.0,1.0,27.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,1788.0,1062.0,18.0,1.68,1.66
mandeepuk1,2025-09,2025-09-16,£1K-£5K,1,989.0,0.0,0.0,25.0,0.0,0.0,91.0,719.0,0.0,0.0,139.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1105.0,860.0,12.0,1.28,1.27
nurta.barrow,2025-09,2025-09-02,£500-£1K,1,641.0,0.0,0.0,0.0,26.0,26.0,0.0,101.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,103.0,6.0,6.73,6.36
raz_856,2025-09,2025-09-23,£50K+,1,355.0,146.0,0.0,0.0,0.0,0.0,42.0,263.0,69.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,334.0,6.0,1.63,1.6
diddywonda,2025-09,2025-09-02,£5K-£10K,1,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,424.0,223.0,17.0,1.9,1.77
anna_natasha03,2025-09,2025-09-20,£5K-£10K,1,0.0,200.0,223.0,0.0,0.0,0.0,0.0,0.0,421.0,113.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,537.0,6.0,0.79,0.78
samantha.ugc.creator,2025-09,2025-09-12,£1K-£5K,1,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,348.0,746.0,23.0,0.47,0.45
cadeeyboole,2025-09,2025-09-11,£200-£500,1,335.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,261.0,6.0,1.28,1.25
healthy.mama.healing,2025-09,2025-09-04,£100-£200,1,25.0,98.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,225.0,2.0,12.0,112.5,16.07
koshbosh1,2025-09,2025-09-12,£200-£500,1,197.0,25.0,0.0,0.0,0.0,0.0,0.0,330.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,337.0,6.0,0.66,0.65
jens.beauty.finds,2025-09,2025-09-26,£1K-£5K,1,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,149.0,6.0,1.35,1.3
yangm94,2025-09,2025-09-21,£0-£50,1,175.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,31.0,6.0,6.45,5.41
dawn_conroy185,2025-09,2025-09-10,£5K-£10K,1,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,192.0,17.0,12.0,11.29,6.62
pretty__onyi,2025-09,2025-09-28,£200-£500,1,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,22.0,6.0,7.95,6.25
19lynn69,2025-09,2025-09-11,£200-£500,1,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,107.0,6.0,1.49,1.41
lazy_mama_rose,2025-09,2025-09-10,£500-£1K,1,110.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,110.0,20.0,12.0,5.5,3.44
flixmix78,2025-09,2025-09-11,£50-£100,1,0.0,0.0,0.0,0.0,41.0,42.0,25.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,108.0,6.0,18.0,18.0,4.5
hollie25121987,2025-09,2025-09-18,£0-£50,1,108.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,46.0,6.0,2.35,2.08
mereshairgrowthoil,2025-09,2025-09-29,£1K-£5K,1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,146.0,6.0,0.62,0.59
kerensahammereddulcimer,2025-09,2025-09-29,£0-£50,1,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,6.0,,14.83
angelaqueen2005,2025-09,2025-09-15,£50-£100,1,0.0,0.0,0.0,0.0,0.0,60.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,86.0,1.0,16.0,86.0,5.06
punjaban67000,2025-09,2025-09-10,£100-£200,1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,75.0,0.0,12.0,,6.25
jovitareviews,2025-09,2025-09-23,£5K-£10K,1,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,71.0,97.0,23.0,0.73,0.59
thomasegbon,2025-09,2025-09-24,£1K-£5K,1,60.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,70.0,11.0,12.0,6.36,3.04
suks_ttshop,2025-09,2025-09-21,£100-£200,1,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,68.0,78.0,18.0,0.87,0.71
_thistleflowers,2025-09,2025-09-15,£10K-£25K,1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,6.0,32.5,8.12
andreea_s39,2025-09,2025-09-29,£0-£50,1,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,6.0,,10.83
saharayat_ali,2025-09,2025-09-23,£1K-£5K,1,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,245.0,6.0,0.27,0.26
sunnahways,2025-09,2025-09-23,£5K-£10K,1,0.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,14.0,6.0,4.64,3.25
porumb411,2025-09,2025-09-20,£1K-£5K,1,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,6.0,15.0,6.0
rubis_kitchen,2025-09,2025-09-28,£1K-£5K,1,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,6.0,30.0,7.5
samrees24,2025-09,2025-09-29,£0-£50,1,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,6.0,,9.67
gemma42x,2025-09,2025-09-25,£200-£500,1,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,6.0,51.0,7.29
katarinaruda0,2025-09,2025-09-27,£1K-£5K,1,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.0,6.0,3.12,2.27
diane_west1122,2025-09,2025-09-18,£0-£50,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,6.0,,6.67
heyitsprimrose,2025-09,2025-09-12,£10K-£25K,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,6.0,,6.67
marie.robbo91,2025-09,2025-09-21,£0-£50,1,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,6.0,,6.67
roxanamistreanu33,2025-09,2025-09-10,£1K-£5K,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,40.0,10.0,28.0,4.0,1.05
terriann_nunns,2025-09,2025-09-08,£0-£50,1,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,132.0,6.0,0.3,0.29
bentleys_world1_official,2025-09,2025-09-20,£1K-£5K,1,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,34.0,34.0,0.97,0.49
cmaxmusic,2025-09,2025-09-23,£0-£50,1,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,6.0,,4.83
ivicky78,2025-09,2025-09-24,£1K-£5K,1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,51.0,12.0,0.57,0.46
beccabell2021,2025-09,2025-09-23,£0-£50,1,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
beth_v2.0,2025-09,2025-09-08,£10K-£25K,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
bilal.khan89,2025-09,2025-09-10,£0-£50,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
dianelovesshopping,2025-09,2025-09-10,£1K-£5K,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
edeeryen3,2025-09,2025-09-08,£1K-£5K,1,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
flash.sale06,2025-09,2025-09-16,£0-£50,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
justmerry5,2025-09,2025-09-12,£500-£1K,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
lala_long1247,2025-09,2025-09-12,£200-£500,1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,2.0,12.0,12.5,1.79
latestgist12,2025-09,2025-09-10,£50-£100,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
laurellamy,2025-09,2025-09-26,£0-£50,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
omiuk_,2025-09,2025-09-29,£0-£50,1,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
sylwia.shops.deals,2025-09,2025-09-16,£1K-£5K,1,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,6.0,2.5,1.56
tolubaby00,2025-09,2025-09-12,£500-£1K,1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,24.0,18.0,1.04,0.6
vickyspencer94,2025-09,2025-09-15,£0-£50,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,,4.17
bismillashop786,2025-09,2025-09-10,£1K-£5K,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,15.0,11.0,0.67,0.38
.purple_lady,2025-09,2025-09-15,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
06dianedmc,2025-09,2025-09-29,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
76rene,2025-09,2025-09-15,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
7starshop786,2025-09,2025-09-11,£50-£100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
_hayley_83,2025-09,2025-09-26,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
acornishwitch,2025-09,2025-09-21,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
aisha.allexandra,2025-09,2025-09-24,£200-£500,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
ajb894,2025-09,2025-09-28,£1K-£5K,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,18.0,0.0,0.0
alenzgold,2025-09,2025-09-08,£50-£100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
alenzgold2,2025-09,2025-09-15,£50-£100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
alessiascotland,2025-09,2025-09-03,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
allbareverything,2025-09,2025-09-25,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
allee_mepham1970,2025-09,2025-09-26,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
ama_temi1,2025-09,2025-09-12,£1K-£5K,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
amanda_everard,2025-09,2025-09-09,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
amyjennifer92,2025-09,2025-09-09,£200-£500,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
amyl1981,2025-09,2025-09-26,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
amynoble42,2025-09,2025-09-21,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
andreidrosu86,2025-09,2025-09-25,£10K-£25K,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
angela_2893,2025-09,2025-09-11,£1K-£5K,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,,0.0
ania_bytom,2025-09,2025-09-18,£200-£500,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
ann_okafor,2025-09,2025-09-24,£1K-£5K,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
annasarandeva,2025-09,2025-09-16,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
annaw_official,2025-09,2025-09-17,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
arnikafairwilde,2025-09,2025-09-16,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
aseemajamadar,2025-09,2025-09-29,£200-£500,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
auntielaura6,2025-09,2025-09-09,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
bangonstyle,2025-09,2025-09-17,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
beau_django,2025-09,2025-09-19,£200-£500,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,0.0
beauty.baddie.444,2025-09,2025-09-11,No data,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0
becca_1406,2025-09,2025-09-29,£1K-£5K,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
beckymumof2girls,2025-09,2025-09-19,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
beckyoliver2908,2025-09,2025-09-17,£5K-£10K,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
beckyqueenofducks,2025-09,2025-09-26,£0-£50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0
